#{"t_start": 1623412792.0835757, "env_id": "quadruped-v2"}
r,l,t,reward_velocity,reward_position,reward_energy,reward_ang_vel,reward_orientation,reward_contact,reward_ctrl,reward
1044.133534,2300,36.878304,0.07942307857605502,0.08004841226752128,0.023062149841349654,0.005420782919141732,0.04187212789086189,0.09890035805605207,0.07843737304210663,0.40716428259308823
3354.056088,5832,123.660597,0.09995785803136643,0.09168202970828854,0.029637508731975865,0.09913018066336793,0.04344835704003272,0.09842190927715738,0.11515820026397705,0.577436043716166
1456.430262,2396,159.082838,0.0991326906040404,0.08812618892505111,0.07667877769958305,0.09526047661635467,0.03885844463173088,0.098423492570793,0.12223406136035919,0.6187141324079123
3948.018184,6418,254.111206,0.09998054323329642,0.09411223047393581,0.0766668125497905,0.09998944293207818,0.036847109672024286,0.0984234453544679,0.10967456549406052,0.6156941497096535
1950.899339,3190,301.252031,0.09978210986937221,0.0938363524361629,0.07668169506028995,0.09164837339356628,0.04677722104355627,0.09842338480614457,0.09785693138837814,0.6050060679974704
1867.395402,3148,347.773999,0.09704523936902716,0.061825385649644585,0.07668102151819621,0.08913644503435414,0.05343212994762645,0.09842332441236028,0.11435318738222122,0.5908967333134301
2093.097463,3413,398.146232,0.0993050176789013,0.08695751374303629,0.0766822550617583,0.09946976603801694,0.03685731311786405,0.09842342614408633,0.12051882594823837,0.6182141177319016
1283.223858,2092,429.32014,0.09929357982959888,0.0910619294787211,0.07660015278455144,0.09997467061210291,0.03683286249255285,0.09842346853525934,0.11386183649301529,0.6160485002258018
5405.922687,8800,559.123039,0.09988001764442814,0.09222311374421856,0.07667513924588872,0.09916279076031617,0.037404706775517584,0.09842344536448693,0.12671832740306854,0.6304875409379246
2792.421909,4582,627.002691,0.09931788676914777,0.08413747793357203,0.07668073134840354,0.09643070931551757,0.04015522848049398,0.09842344531783859,0.11540187895298004,0.6105473581179536
2282.550372,3778,682.88098,0.09879307632929245,0.0781140286632055,0.07668012934652896,0.09476008334266503,0.04161907351597275,0.09842343751978086,0.12008187919855118,0.6084717079159967
1361.22548,2234,715.993727,0.09946865662541526,0.09045440822953482,0.07634142015319231,0.0954610645134153,0.038345188762990756,0.09842344432958579,0.12038464099168777,0.618878823605822
1837.298411,2998,760.356916,0.09991950189700474,0.09409792222062813,0.07668229601480792,0.09686924756930654,0.03794554266593868,0.09842344214619479,0.11574292182922363,0.6196808743431045
1460.157148,2511,797.373896,0.0941228452165106,0.04598658034360815,0.07668227953910452,0.09906223675942434,0.03692593829485002,0.09842342880110928,0.13474145531654358,0.5859447642711505
4972.133132,8046,916.172094,0.09998289922469955,0.09413214596127423,0.07668228828887824,0.09970461554471077,0.03689821601908987,0.09842344535020114,0.10989682376384735,0.6157204341527012
2234.645275,3713,971.087074,0.0980574985646684,0.06930150617870666,0.07667639935666554,0.09957097487947061,0.036840424242495166,0.09842344559123133,0.09444117546081543,0.5733114242740531
1460.320158,2511,1008.234992,0.09412283449041536,0.04598658090762403,0.07668229266360238,0.09906234264077951,0.036925938443194264,0.098423434446408,0.13474145531654358,0.5859448789085671
1869.560332,3048,1053.311222,0.09943735048696939,0.08946306980321142,0.07668229867945514,0.09993855921082129,0.036832930578194915,0.09842344557312731,0.12205038964748383,0.6228280439792633
1947.366942,3191,1100.528826,0.09959345467351906,0.09239213778093558,0.07668231843066384,0.08811486004579767,0.0596661556746885,0.09842344405502945,0.08938892930746078,0.6042612999680949
2391.823074,3886,1158.086427,0.099727715755634,0.0927303869511405,0.07668098627148603,0.09974647427971664,0.036841251577835236,0.09842344567365226,0.10757674276828766,0.6117270032777523
2165.393351,3748,1213.578067,0.09780761716536662,0.0639388583724121,0.07667330950786815,0.062359657953828064,0.07332230144324457,0.09842344569500075,0.07805345952510834,0.5505786496628285
2651.267699,4358,1278.19389,0.09917627454621258,0.08357380787286266,0.0766823186083699,0.09450541368091064,0.04419767465755847,0.0984234453939237,0.1242399737238884,0.6207989084837264
2956.360166,4796,1348.914325,0.09993643745083092,0.09423646603707203,0.07667047816873461,0.09799661042377542,0.037936662665760214,0.09842344531618384,0.1008734256029129,0.60607352566527
2674.619172,4338,1412.955525,0.09979146726228251,0.09311643422567688,0.0766823168219951,0.09986916286891871,0.036833845051168754,0.09842344915242979,0.11548150330781937,0.6201981786902911
1769.777074,2892,1455.767677,0.09976137507186597,0.09428421425591824,0.07666971820810244,0.09174803931178746,0.04455825685222792,0.09842344678542055,0.10881396383047104,0.6142590143157937
1436.604415,2371,1490.825887,0.09884423729631059,0.08645556768797245,0.07426740416768972,0.0956244182042425,0.037562818107874214,0.09842341985167007,0.13845141232013702,0.6296292776358966
1328.607564,2233,1523.729503,0.09795461455958326,0.07628398270952827,0.07667303300984517,0.0858791800793344,0.056065985601008964,0.09842344509888662,0.12097582966089249,0.6122560707190791
2086.26411,3411,1574.089747,0.09952349947155725,0.08973587708222448,0.07668231850188455,0.0977277887529275,0.03752920501784408,0.09842344653333031,0.11147692054510117,0.6110990559048693
1675.565361,2728,1614.503242,0.09998499225955343,0.09412215312351341,0.07668231854640535,0.09990184419506865,0.03683271471037114,0.09842344713755365,0.11043989658355713,0.6163873665560228
2675.148263,4338,1678.62663,0.0997914666518534,0.09311643429072003,0.07668231851123902,0.09986916898177234,0.0368338450659419,0.09842344530809383,0.11548150330781937,0.6201981821174398
3616.331631,5869,1765.525722,0.09968615876419452,0.09008948608903045,0.07668132602741992,0.09966113318957975,0.03687819172350976,0.09842348036276494,0.14538589119911194,0.6468056673556113
2381.427865,3876,1822.78854,0.09955690609518605,0.09032376133277009,0.07601427857256758,0.09958094313490551,0.0368493150634287,0.09842341865946923,0.1292920559644699,0.6300406788227971
4538.532298,7448,1933.112926,0.09959558917567242,0.08484609092796978,0.07668196709169314,0.09818477814675404,0.03892003888661848,0.09842344562857246,0.10544539988040924,0.6020973097376896
