#{"t_start": 1623412792.272922, "env_id": "quadruped-v2"}
r,l,t,reward_velocity,reward_position,reward_energy,reward_ang_vel,reward_orientation,reward_contact,reward_ctrl,reward
1407.29006,3022,47.42368,0.09794847736265501,0.0768906344826092,0.05846158719040998,0.08790595329872819,0.053605702063364895,0.09775048602885282,0.11694593727588654,0.5895087777025065
5929.682475,10000,195.974017,0.09999524339962057,0.08628761089257886,0.07667389428619556,0.09998715272111104,0.04161589404492473,0.09842330050123706,0.10951274633407593,0.6124958421797437
1347.989383,2248,229.166617,0.09644249207802823,0.06617600085664892,0.07660898626638263,0.09993202651300823,0.03684537629731478,0.09842345407734909,0.15272343158721924,0.627151767675951
1701.031821,2816,270.912679,0.09654352032949311,0.061135351390068676,0.07668220669759744,0.09988482384667266,0.0368358874422651,0.09842344266797974,0.14237919449806213,0.6118844268721388
6158.137842,10000,418.641455,0.09999103523915495,0.09421438366374359,0.07668231853996758,0.09999884749763886,0.036832010321531404,0.09842344534277203,0.11099973320960999,0.6171417738144184
1406.087863,2438,454.876411,0.09493287071777368,0.052538490584479396,0.07668148211994658,0.08245329597774863,0.06583588526635559,0.09842345881506483,0.12904325127601624,0.599908734757385
3886.636057,6310,547.847451,0.09996292587511639,0.09420255011543156,0.07654717669798089,0.09995565309651165,0.03683538753117671,0.09842183501888381,0.11130595207214355,0.6172314804072445
1575.30042,2650,587.16696,0.09772441774424803,0.07311610566999475,0.07668231270007038,0.08526382268242164,0.06297873640104876,0.09842344221525606,0.1271967887878418,0.6213856262008814
3028.506779,4958,660.45637,0.0992334269633548,0.08223072499546746,0.0766823186085715,0.09969487734836072,0.03683638855067655,0.09842344532144119,0.13834477961063385,0.6314459613985062
1333.724636,2235,693.471853,0.09620406407051106,0.06314698124456371,0.07662134113014267,0.09959015991367223,0.03684918639196536,0.09842276336419181,0.12816444039344788,0.5989989365084947
1913.357373,3103,739.45025,0.0992383169312891,0.08804990955848123,0.07604968045082983,0.09998774996489943,0.036834543750022576,0.09842344467753432,0.122699074447155,0.6212827197802114
1831.612431,2998,783.667256,0.09899709119791622,0.08394134081347898,0.07668230996496746,0.0986945885870026,0.03704047637583091,0.0984234468037469,0.14034847915172577,0.6341277328946688
1328.103311,2263,817.179965,0.09366466315031043,0.0469744908131951,0.07668229521849781,0.09991079898008727,0.036890549289985426,0.09842346450348508,0.07892189174890518,0.5314681537044662
1316.75833,2173,849.253994,0.09800356050139557,0.0786957656123039,0.07666457137237827,0.09928685794959366,0.036850669962962206,0.09842342618764727,0.12171829491853714,0.6096431465048181
2074.474879,3402,899.314659,0.09891557126679473,0.08273023736159617,0.07668227911132464,0.09947042629701705,0.03685361643907704,0.09842344647232101,0.12635564804077148,0.6194312249889021
1492.48736,2500,936.373436,0.09765771262137352,0.07493135782867118,0.07668222998484242,0.07160378877480074,0.05944190481852547,0.09842343634261588,0.1159026175737381,0.5946430479445672
6146.186843,10000,1084.25868,0.0999487672813266,0.09362156149773791,0.076682290243558,0.0998492743688017,0.036859129218373726,0.09842344534214303,0.12514925003051758,0.6305337179824586
1353.352631,2235,1117.401435,0.09953556511485057,0.09010725986898793,0.07634151589694017,0.07359854159419868,0.09093284644489938,0.09842344519445988,0.16084223985671997,0.6897814139710565
928.969636,1638,1141.660274,0.09780583368365849,0.0857839491114863,0.07661359140123297,0.053019367106955186,0.041572690315613,0.09842352970722179,0.11471475660800934,0.567933717934177
1037.519716,1798,1168.206495,0.09721404529881585,0.07892994962142863,0.07668190730203454,0.05911014668686462,0.04900902651133987,0.0984235053032014,0.1196441501379013,0.5790127308615862
1411.571145,2302,1202.253273,0.09973622814675494,0.09313819832987018,0.07668231028075115,0.0995845883011827,0.036835945265583564,0.09842345411271401,0.10775525122880936,0.6121559756656658
1447.674291,2500,1239.463276,0.09334476789800235,0.04111145768639525,0.07668231379975302,0.09994490431379564,0.03692108707386996,0.09842343634788377,0.12005943804979324,0.5664874051694931
2240.686467,3632,1293.200523,0.09956470876023327,0.09097781933444567,0.07668231859606134,0.0998232258543853,0.03683618248820496,0.0984234449281428,0.12141682952642441,0.6237245294878977
2056.467916,3343,1342.441924,0.09806229328332212,0.07185116847586608,0.07668231846740486,0.0998728601386809,0.03684559299642776,0.09842344410037165,0.148472860455513,0.6302105379175864
2529.672468,4102,1402.980304,0.09973727403671862,0.09267569980970382,0.07666371603723744,0.09998898435080311,0.03683233285778167,0.09842344535895176,0.11839211732149124,0.6227135697726875
1158.5385,1915,1431.389774,0.09545820396723667,0.06271940486655145,0.07668231468831549,0.09998263355589816,0.03683203452790297,0.0984234587543748,0.1343751698732376,0.6044732202335172
941.764382,1638,1455.607249,0.08740462061817357,0.03252232910569083,0.07667345660599456,0.09974236776144825,0.036913034719411784,0.09842381698499521,0.12493406236171722,0.5566136881574314
927.742791,1638,1479.736063,0.08396097110954634,0.022906317156309315,0.07668172227924169,0.09953478604613322,0.03711203257766187,0.09842352992172859,0.1075320690870285,0.5261514281776495
2949.611594,4794,1550.575465,0.09994950252422688,0.09382798854468068,0.07668224366446372,0.09539238413120228,0.043170967618216954,0.09842344503299183,0.08875061571598053,0.5961971472317628
1320.51638,2186,1582.834108,0.09962548495995774,0.09225476147919694,0.076682277530481,0.0971254086593587,0.0372695620139515,0.0984234207438047,0.09880922734737396,0.6001901427341245
1849.628037,3022,1627.676627,0.09984749280737865,0.09373825062752172,0.07660007832411142,0.09476947991170173,0.040017695362684125,0.09842277197852559,0.11694593727588654,0.6203417062878097
1582.094532,2707,1667.667158,0.09429737289824652,0.043255096307528516,0.07668231726313172,0.09939989081007221,0.03685960163684914,0.09842344182918047,0.09242166578769684,0.5413393865327054
936.505667,1638,1691.887882,0.08547943427488962,0.026638936733071453,0.07668110656606518,0.09930651187013002,0.03710672698333255,0.09842352988602977,0.09702637046575546,0.5206626167792741
1642.984193,2692,1731.613147,0.09968535005991759,0.09352812674972662,0.07667820019520108,0.0889600316021473,0.04965972950449105,0.0984234387515549,0.10371707379817963,0.6106519506612181
1912.667098,3103,1777.652996,0.09942091521213316,0.09016696366638143,0.07641947552750819,0.09996600514484398,0.03683216298159077,0.09842344625858869,0.1057823896408081,0.6070113584318543
1504.432659,2465,1814.03283,0.09940506592255649,0.08982010019921277,0.07667196176052161,0.09769804561928404,0.03727444343974503,0.09842345100323883,0.129287451505661,0.6285805194502198
