#{"t_start": 1623412792.5447474, "env_id": "quadruped-v2"}
r,l,t,reward_velocity,reward_position,reward_energy,reward_ang_vel,reward_orientation,reward_contact,reward_ctrl,reward
2330.261693,4631,71.106765,0.09946086270876586,0.09048524659003723,0.06084897152155483,0.09921017714589407,0.09061419174392364,0.09841932063791124,0.10916192084550858,0.6482006911935954
1397.017318,2369,106.311208,0.09929568182852094,0.09178084371500339,0.07645365029331237,0.09035053854615653,0.04238517100917111,0.09842269338038324,0.10842186212539673,0.6071104408979444
1746.863499,2880,149.039332,0.09844571350737219,0.07825549133829354,0.07357203282473598,0.09982440410540712,0.03684371296556276,0.09841835411050824,0.09345746785402298,0.5788171767059028
1822.846974,3103,195.080701,0.09560169726506001,0.048671161123370964,0.07664668657687894,0.09963507442797946,0.03689585642543517,0.09842312669471492,0.0777401253581047,0.5336137278715442
6137.125802,10000,342.807877,0.09999525559534239,0.09417095674138798,0.07667178123400062,0.09998638402593353,0.03683367253837093,0.09842371176594868,0.10951274633407593,0.6155945082350601
1403.194832,2374,377.983431,0.09394263259627378,0.046026107183480595,0.07668209040089846,0.09981241405319495,0.03686104503583266,0.09842347997978346,0.06327115744352341,0.5150189266929873
1044.264633,1798,404.634161,0.09117781891137355,0.04265490975917124,0.07668202812801307,0.09708577923973774,0.037124905016910244,0.09842350529684347,0.16227874159812927,0.6054276879501787
1770.310619,2887,447.43893,0.09992757320619289,0.09408769295349896,0.07667700093848934,0.09842445000430446,0.0370927112988387,0.09842344586206737,0.1152658611536026,0.6198987354169943
1785.887939,2924,490.458819,0.09975183769031293,0.09402731535403502,0.07382993521757851,0.08466265723866236,0.0719062131229869,0.09842343349614495,0.11718263477087021,0.6397840268905909
1905.243952,3109,536.331687,0.09969224941097003,0.0929732873065022,0.0766792779152224,0.08847926980917592,0.05747487094029813,0.09842344698734441,0.09170334786176682,0.60542575023128
1604.061972,2816,578.035041,0.09966656769486565,0.09282046824644719,0.0766696809446288,0.09907721237240807,0.03703102877636783,0.09842344252482456,0.072359599173069,0.5760479997326111
2087.531519,3403,628.374585,0.09933031301481361,0.08796826778169138,0.07655725230924926,0.09936806207236136,0.036902504482137125,0.09842344572814966,0.09525797516107559,0.593807820549478
869.472714,1508,650.794025,0.09584877934659991,0.07330945389703857,0.07668022457620882,0.05693027961667712,0.05626872935997956,0.09842341136899037,0.1293766051530838,0.5868374833185782
