#{"t_start": 1623412792.0442386, "env_id": "quadruped-v2"}
r,l,t,reward_velocity,reward_position,reward_energy,reward_ang_vel,reward_orientation,reward_contact,reward_ctrl,reward
1003.479096,2233,35.952122,0.09620461988361065,0.06975127037552097,0.03520558569671401,0.07680007370750727,0.049628186630568755,0.09409201290874047,0.12479295581579208,0.5464747050184543
5887.30261,10000,184.441032,0.09993080129848442,0.08811589606794915,0.07668212091208054,0.0999615329150216,0.04342554747576176,0.09842353307674354,0.12502649426460266,0.6315659260106437
1978.335709,3235,232.319838,0.09983817390729084,0.09412227943105278,0.07653953301054454,0.09331383253958214,0.043092848871841505,0.09842341474187606,0.09646641463041306,0.6017964971326009
2702.205433,4408,297.381524,0.09905165134318838,0.0798270379594988,0.07667476453261872,0.0996456862764603,0.03684803833418368,0.09842370516816587,0.09605145454406738,0.5865223381581831
1744.711682,2858,339.614547,0.09995078760342083,0.09446530662390357,0.07668231642565182,0.08891938477464223,0.052063868394448466,0.09842344141010687,0.1148640513420105,0.6253691565741843
2969.143965,4874,411.839783,0.09941802486366248,0.08517607120115331,0.07659637714839701,0.09987232967958243,0.03687998921417437,0.09842344656322276,0.10915084183216095,0.6055170805023533
1747.860527,2881,454.543922,0.09908187609125123,0.08589269063539383,0.0766821793527888,0.09533185014581048,0.03933760358314052,0.09842344491869365,0.08872222155332565,0.5834718662804042
1624.25323,2675,493.907519,0.09932136581840988,0.08929712570773912,0.07667464558588734,0.0943945973086759,0.03975404788845701,0.0984234378967248,0.12583743035793304,0.623702650563827
1035.774056,1798,520.318938,0.089803903947312,0.03610259696701869,0.07668202812801317,0.09710972982010689,0.037529435025033774,0.09842350529684345,0.05108150094747543,0.4867327001318034
1838.709323,2998,564.717973,0.09904983382095096,0.08429693702055335,0.07668122934369745,0.0998077710553229,0.036859236949006946,0.09842344211769052,0.09870967268943787,0.59382812299666
2425.283378,3946,623.068927,0.09986159360651242,0.09329442851301689,0.07652607940483735,0.09997077099266075,0.036833712077742296,0.09842344750620341,0.11740479618310928,0.6223148282840824
1560.850828,2568,661.182683,0.09972227030538007,0.09330494545508275,0.07665739441192125,0.08878139929581665,0.049457895459332026,0.09842344892763084,0.11497358977794647,0.6213209436331101
1652.853817,2816,702.871016,0.09520317308139391,0.049928210608052324,0.07668125458401195,0.09979027249426332,0.03699441963740834,0.09842344268019548,0.11004946380853653,0.5670702368938618
3346.653753,5441,783.184447,0.09998165124568431,0.09414273531001105,0.07653040929123112,0.09995127394102703,0.03683283396717262,0.09842344326408681,0.11128363758325577,0.6171459846024687
1320.997448,2248,816.465546,0.09590861609243816,0.061906040215858785,0.07667711158356237,0.08323773265309363,0.06123653023311894,0.0984234571794669,0.09923452883958817,0.5766240167971269
1475.882587,2478,853.055381,0.0955582438054035,0.05652918020196146,0.07668231854516841,0.09905782252751583,0.03697318117351004,0.09842344486357178,0.1129002571105957,0.5761244482277268
4908.138921,7872,969.294222,0.09979700767218344,0.09027703150052685,0.07668231860890269,0.09997525950645968,0.0368545933684558,0.09842344534619481,0.13570180535316467,0.637711461355888
1522.926054,2510,1006.405892,0.09949191578040895,0.09283741222878408,0.07658933172210007,0.08908473102435388,0.04657415704808945,0.09842343401572111,0.10822071135044098,0.6112216931698984
2669.116109,4338,1070.531714,0.09998138935932162,0.09409850986872559,0.07663711447020327,0.09993860211143249,0.036832677395566164,0.09842344487762167,0.11160958558320999,0.6175213236660808
