#{"t_start": 1623243895.1347764, "env_id": "quadruped-v1"}
r,l,t,reward_velocity,reward_energy,reward_distance,reward,penalty
186.848828,128,57.898823,0.9787593866502944,0.9121827145429636,0.32707177548833183,2.21801387668159,0.0
199.433965,128,124.624506,0.996090010820982,0.9508939057109431,0.8037407054413226,2.750724621973248,0.0
169.515303,128,199.816986,0.9994480283663232,0.9559990010281735,0.4139065847183211,2.3693536141128178,0.0
231.202791,128,282.584982,0.9999995942505545,0.9917716322016578,0.12291821517288248,2.1146894416250945,0.0
234.311905,128,364.318787,0.999999213231663,0.9653186981786582,0.11042448623480797,2.0757423976451292,0.0
259.649479,128,446.334639,0.9999989057753422,0.9412854432900525,0.263686490245802,2.204970839311197,0.0
236.801872,128,528.767856,0.9999988939473109,0.9412854422308367,0.03562394399157644,1.9769082801697242,0.0
244.069661,128,612.549175,0.9999996393349163,0.9932444007601953,0.06106285725640237,2.054306897351514,0.0
0.231617,1,615.02675,4.284378967838054e-12,0.056098078174476707,0.17551876606880581,0.2316168442475669,0.0
0.214916,1,617.216101,8.027432767086158e-41,0.007522918094666286,0.2073933867103293,0.2149163048049956,0.0
255.850886,128,700.555405,0.9999984444640073,0.9166940886410003,0.09636812422362383,2.0130606573286314,0.0
247.053177,128,787.412541,0.9999955996848722,0.9566112738739769,0.4142744765985923,2.3708813501574415,0.0
288.364739,128,874.423134,0.9999996944964527,0.9932266795208449,0.35655283064650406,2.3497792046638013,0.0
266.00304,128,963.444169,0.9999975583557853,0.9165671041062928,0.2835594739875216,2.2001241364496,0.0
276.918423,128,1052.149524,0.9999976176809093,0.95631718692874,1.0045551755775344,2.9608699801871836,0.0
264.001545,128,1143.189931,0.9999978044462144,0.9165372754827368,0.1940536293278015,2.110588709256753,0.0
251.682758,128,1233.504398,0.9999985361015391,0.9166940861974753,0.11752108846213004,2.0342137107611444,0.0
265.334543,128,1325.641314,0.9999984209005357,0.9166940857777838,0.1640075883247953,2.080700095003115,0.0
264.525979,128,1416.328283,0.9999994155298264,0.9878104635291163,0.19555361826136072,2.183363497320303,0.0
284.336829,128,1510.255556,0.9999997696948121,0.9936118610559566,0.4365670336453329,2.4301786643961014,0.0
270.135357,128,1607.267777,0.9999984356218019,0.9166940853390656,0.22138516336760522,2.1380776843284726,0.0
251.536665,128,1703.200648,0.9999954826121047,0.9565976903821314,0.02504400987517766,1.9816371828694137,0.0
250.38789,128,1798.339411,0.9999990804127128,0.9412854381405917,0.03968989498724112,1.9809744135405456,0.0
278.655152,128,1895.03571,0.9999987157100337,0.9166940846336995,0.31357064660781586,2.2302634469515494,0.0
252.629504,128,1992.728498,0.9999889875880699,0.9545883625241517,0.04055327299376531,1.9951306231059869,0.0
303.872237,128,2089.548722,0.9999997153793332,0.9927075250231534,0.4546429060160186,2.447350146418505,0.0
0.265276,1,2094.580357,4.7449626046947646e-05,0.011539206701813434,0.2536894809136353,0.2652761372414957,0.0
239.214059,128,2191.716441,0.9999978977348336,0.9166881104913073,0.05621423644977385,1.9729002446759147,0.0
