#{"t_start": 1623243895.1463742, "env_id": "quadruped-v1"}
r,l,t,reward_velocity,reward_energy,reward_distance,reward,penalty
163.418074,128,57.921954,0.9999656092322096,0.34325207204630537,0.14361783827805175,1.4868355195565668,0.0
212.937614,128,124.675067,0.9999995832718134,0.9900376826399611,0.15118454818590646,2.1412218140976806,0.0
225.186476,128,199.903414,0.999999568045561,0.9904935296582844,0.12835788760482417,2.1188509853086694,0.0
271.619201,128,282.749507,0.9999978907802546,0.916684207093573,0.5589295821150218,2.4756116799888495,0.0
242.338902,128,364.531489,0.9999984908714684,0.9166940188346779,0.22054332890417794,2.1372358386103243,0.0
233.076143,128,446.584899,0.9999985258134896,0.9166940892301229,0.06548323190878642,1.9821758469523987,0.0
257.81113,128,529.069842,0.9999984243863929,0.9166940898071706,0.2692746683803572,2.1859671825739206,0.0
249.357192,128,612.893319,0.9999951999961662,0.956525290749731,0.12204109303460564,2.0785615837805027,0.0
257.936166,128,696.143374,0.9999987921319786,0.9166940844764969,0.1443402267650473,2.0610331033735227,0.0
279.969292,128,782.318728,0.9999988587854094,0.9166940838113902,0.3926064928356223,2.309299435432422,0.0
328.640525,128,868.492295,0.9999939790917615,0.9565986367450703,0.6701063920974067,2.6266990079342385,0.0
261.094866,128,957.692728,0.9999987723574066,0.9166940844764987,0.15562543632371853,2.072318293157624,0.0
258.766743,128,1045.848293,0.9999983207859118,0.9166940899467966,0.2886717836364976,2.205364194369206,0.0
263.342556,128,1135.997591,0.9999996941776559,0.9934176712859495,0.16448994347134283,2.157907308934948,0.0
295.250379,128,1227.486963,0.9999996750053308,0.9932465794039258,0.48602109616667777,2.4792673505759346,0.0
239.713865,128,1320.073846,0.9999998056888992,0.9936186904629953,0.1358860458887434,2.129504542040638,0.0
250.562136,128,1410.478021,0.9999997564397379,0.9935676650645414,0.07372932513960681,2.067296746643886,0.0
319.770459,128,1503.573081,0.9999984521341748,0.9166940850199041,0.5868274476785095,2.5035199848325886,0.0
260.505782,128,1599.992327,0.9999931081354629,0.9555267612415468,0.10063965738292752,2.056159526759937,0.0
272.068275,128,1695.587461,0.999999080772089,0.9412854381405917,0.23024336919394012,2.171527888106621,0.0
330.253054,128,1789.475625,0.9999997049567091,0.9929285796891377,0.6594970890957603,2.652425373741607,0.0
