#{"t_start": 1623243894.9807582, "env_id": "quadruped-v1"}
r,l,t,reward_velocity,reward_energy,reward_distance,reward,penalty
175.596075,128,57.759116,0.9376418390904513,0.9484059791352463,0.4679853955078014,2.354033213733499,0.0
281.882991,128,124.287204,0.9999997138737434,0.9935822295014928,0.4311597327072469,2.424741676082483,0.0
0.173764,1,125.451029,1.808348325862559e-10,1.2634522095263227e-07,0.1737639010033547,0.17376402752941048,0.0
227.434013,128,201.038008,0.999999667565483,0.9925263076909897,0.46408074634098184,2.4566067215974545,0.0
255.782389,128,283.912316,0.052812280903958515,2.536032278703287e-08,0.3367812706342358,0.3895935768985171,0.0
232.747234,128,365.885862,0.9999943612816706,0.11880760006632912,0.22921380664570254,1.3480157679937024,0.0
280.62647,128,448.018744,0.9999983321658723,0.9166940899454039,0.4177676732216021,2.3344600953328785,0.0
259.845005,128,530.424736,0.07794357866246718,1.8007948271914377e-19,0.4157714948134851,0.4937150734759522,0.0
236.501081,128,614.346002,0.9999995005333236,0.980021768119366,0.11084689947858554,2.090868168131275,0.0
274.654418,128,697.741563,0.9999972160183224,0.915220733724075,0.2229629554316327,2.13818090517403,0.0
255.184284,128,784.183163,0.9999986105442359,0.9166940856978157,0.07562609759610373,1.9923187938381552,0.0
243.850913,128,870.468009,0.9999994358900456,0.9701986627310297,0.1464661137565997,2.116664212377675,0.0
269.941181,128,959.251303,1.157543897554489e-21,5.735236065185218e-23,0.21037211865096597,0.21037211865096597,0.0
341.162503,128,1047.543816,0.9999984531016562,0.916694085019904,0.7965244607790253,2.7132169989005854,0.0
243.380859,128,1137.836632,0.9976869580617714,4.885298390810514e-27,0.06681424404904807,1.0645012021108196,0.0
239.240377,128,1228.771279,0.9999987812113184,0.925985539893327,0.09107819602756277,2.0170625171322083,0.0
239.878902,128,1321.406748,0.9999985677907657,0.916694083021469,0.034318580864870905,1.9510112316771058,0.0
255.356251,128,1411.903466,0.999993604682077,0.28381656881721007,0.11617465578187683,1.3999848292811639,0.0
323.100091,128,1505.749789,0.9999983064658472,0.9166940859100184,0.6042871422179917,2.5209795345938573,0.0
262.622417,128,1602.323716,0.999998315517804,0.9166940899467924,0.15568810878895048,2.072380514253547,0.0
276.234919,128,1698.025887,0.9999987727561359,0.916694084475815,0.24418551200605088,2.160878369238002,0.0
263.046676,128,1791.945524,0.9999985571115132,0.916694034625295,0.13387019714970366,2.050562788886512,0.0
274.829507,128,1888.520968,0.9999984601206482,0.9166940897704617,0.23715470056112736,2.1538472504522375,0.0
288.095197,128,1984.700761,0.9999983615529672,0.9166940898270154,0.3296762089003728,2.246368660280355,0.0
248.732388,128,2081.19674,0.999999773257667,0.9936660164983048,0.1470455158438645,2.140711305599836,0.0
286.004181,128,2177.951033,0.9999984812921647,0.916694089768005,0.3386249679261744,2.2553175389863442,0.0
271.647472,128,2277.536165,0.9999969154431206,0.911915127408078,0.19406432014946756,2.105976363000666,0.0
276.595652,128,2375.995018,0.9999997756405696,0.9692746205562589,0.2211565552779012,2.1904309514747298,0.0
280.353171,128,2473.85798,0.9999995652906571,0.9912112881888393,0.2695116202166439,2.2607224736961404,0.0
0.168367,1,2481.941284,3.8380815829852434e-25,0.0024923744200430046,0.16587455809234505,0.16836693251238805,0.0
254.42807,128,2584.04625,0.9999985272957161,0.9166940847058879,0.08558145518153513,2.002274067183139,0.0
254.513402,128,2685.121343,0.9999978232644575,0.9166446334514659,0.18790310145813993,2.1045455581740633,0.0
266.77551,128,2786.542349,0.9999984695060019,0.916694089768005,0.23827211183545352,2.1549646711094606,0.0
270.048944,128,2886.479323,0.9999990439203982,0.9651754185772555,0.19328981508479615,2.15846427758245,0.0
332.284958,128,2982.666917,0.9999976309310149,0.9165706153026052,0.668887718768447,2.585455965002067,0.0
269.25033,128,3083.40716,0.9999983514988342,0.916694087854808,0.17933881723935996,2.096031256593002,0.0
263.066917,128,3184.455623,0.9999984353641764,0.9166940897704617,0.16253605927657389,2.079228584411212,0.0
272.351933,128,3286.265999,0.9999996521171663,0.9930162780530528,0.2131275719335002,2.2061435021037195,0.0
268.619601,128,3381.836201,0.9999984010791502,0.9166940898774267,0.18960013357961852,2.1062926245361955,0.0
302.57143,128,3479.688384,0.9999995803396167,0.9902839973614034,0.4403570380343325,2.4306406157353524,0.0
251.928105,128,3573.87044,0.9999947983337965,0.9536773697541512,0.0735975926152636,2.027269760703211,0.0
271.332463,128,3670.481095,0.9999998028833149,0.9932052344918824,0.19293984099430578,2.186144878369503,0.0
273.271537,128,3764.301643,0.9999983156133265,0.9166940899467964,0.23863378636328367,2.1553261919234066,0.0
271.889444,128,3859.969116,0.9999975444093189,0.9166260572465457,0.1875834841956741,2.104207085851539,0.0
272.490616,128,3951.968654,0.9999977621188306,0.9166666567677387,0.18931073292244244,2.105975151809012,0.0
286.278355,128,4038.70158,0.9999984401342974,0.9166940902830748,0.30218066965925583,2.218873200076628,0.0
254.878467,128,4127.266837,0.9998178880793885,0.9964395490568919,0.04712093333167623,2.043378370467957,0.0
316.650571,128,4220.145036,0.999998452470513,0.9166940863518149,0.5691631999917294,2.485855738814057,0.0
284.657365,128,4311.263194,0.9999996767650294,0.993361702931258,0.2904860451344299,2.283847424830717,0.0
243.776665,128,4403.260332,0.9999996847019277,0.9934715491217122,0.038120229428530765,2.0315914632521705,0.0
0.170923,1,4415.982924,1.342763749161589e-21,0.025835950930920594,0.14508666167809858,0.17092261260901917,0.0
