Wall time,Step,Value
1623524451.012695,42,0.9654054641723633
1623524451.890388,167,0.6246009469032288
1623524452.326484,229,0.5224522948265076
1623524452.3614578,234,0.5048626661300659
1623524454.025246,474,0.541582465171814
1623524454.448292,536,0.5764605402946472
1623524454.743606,579,0.5500039458274841
1623524454.792298,586,0.5377423167228699
1623524455.125292,634,0.5341273546218872
1623524455.2147222,647,0.5571219325065613
1623524455.672152,714,0.5703226327896118
1623524456.325991,808,0.5805426239967346
1623524457.760726,1014,0.5014612674713135
1623524459.970261,1333,0.5434097051620483
1623524460.33203,1385,0.521334171295166
1623524460.380279,1392,0.514286458492279
1623524460.685733,1436,0.5734644532203674
1623524462.501869,1691,0.9884478449821472
1623524462.8020558,1734,0.5514286756515503
1623524462.8229141,1737,0.5073965191841125
1623524463.803693,1877,0.4835195243358612
1623524464.157093,1917,0.29938313364982605
1623524464.9654999,2036,0.4267702102661133
1623524466.160183,2199,0.6676947474479675
1623524466.91251,2307,0.46103835105895996
1623524467.4868321,2389,0.5648230910301208
1623524468.153642,2485,0.48245254158973694
1623524468.1604722,2486,0.4843728542327881
1623524469.5482152,2685,0.5398988723754883
1623524472.123956,3038,0.64771968126297
1623524473.464861,3230,0.6067288517951965
1623524473.575864,3246,0.5901646018028259
1623524473.987061,3305,0.5139250159263611
1623524476.2321448,3618,0.9878664016723633
1623524476.2464042,3620,0.9715501666069031
1623524476.5933151,3670,0.45975252985954285
1623524477.084409,3741,0.6379836201667786
1623524477.59101,3814,0.4752911627292633
1623524477.640102,3821,0.47357043623924255
1623524478.5870311,3956,0.5170798897743225
1623524481.1707132,4317,0.6113104224205017
1623524481.745564,4400,0.49069473147392273
1623524482.3848388,4492,0.5657718777656555
1623524482.5032809,4509,0.5303325057029724
1623524483.67365,4676,0.5199024081230164
1623524484.452839,4788,0.5799393653869629
1623524485.71983,4971,0.5576968193054199
1623524486.913749,5134,0.5106149315834045
1623524488.442326,5345,0.49657487869262695
1623524488.5392041,5359,0.5461799502372742
1623524491.1121652,5723,0.5868014693260193
1623524492.091372,5864,0.5981816649436951
1623524492.389983,5907,0.5963383913040161
1623524492.9684072,5990,0.5815984606742859
1623524494.430075,6200,0.570917546749115
1623524494.561769,6219,0.5648311376571655
1623524497.2265,6574,0.6042014956474304
1623524498.1651242,6699,0.7876174449920654
1623524498.249161,6711,0.6130734086036682
1623524499.311156,6854,0.531116783618927
1623524500.092011,6966,0.5625855922698975
1623524501.402935,7155,0.5623506307601929
1623524502.98324,7382,0.6505152583122253
1623524503.530535,7460,0.590923547744751
1623524503.551276,7463,0.592269241809845
1623524503.883059,7511,0.5980938076972961
1623524505.8910441,7798,0.5660948753356934
1623524506.136704,7833,0.576077938079834
1623524507.236253,7991,0.6093934774398804
1623524507.7636302,8066,0.6122174859046936
1623524508.6346822,8180,0.9300200939178467
1623524508.921686,8221,0.500106930732727
1623524509.916644,8363,0.52763432264328
1623524510.8678348,8498,0.5276365280151367
1623524510.938116,8508,0.5139631628990173
1623524511.583769,8601,0.5959039926528931
1623524513.556469,8878,0.5557537078857422
1623524513.95418,8935,0.5686954855918884
1623524514.3672671,8993,0.5481945276260376
1623524516.301381,9260,0.7740157246589661
1623524517.7581592,9468,0.571478009223938
1623524518.354997,9554,0.5484820008277893
1623524518.444235,9567,0.5643153190612793
1623524519.431264,9698,1.0012422800064087
1623524520.945834,9907,0.25599434971809387
1623524523.5137842,10276,0.5556363463401794
1623524524.374358,10399,0.5993928909301758
1623524524.996212,10479,0.24941293895244598
1623524525.293267,10522,0.9554792046546936
1623524525.884952,10607,0.5233098864555359
1623524527.152877,10780,0.5354755520820618
1623524527.995404,10902,0.5351129174232483
1623524528.01647,10905,0.5349618792533875
1623524528.4410722,10966,0.6144658923149109
1623524528.817766,11020,0.5762713551521301
1623524529.3918169,11102,0.5769323706626892
1623524532.406254,11532,0.5139729380607605
1623524532.642576,11566,0.5274340510368347
1623524533.468436,11685,0.5657145977020264
1623524534.0423229,11759,1.0148464441299438
1623524535.569089,11969,0.6049513220787048
1623524535.6048388,11974,0.7350263595581055
1623524536.994526,12164,0.7004386782646179
1623524537.872482,12290,0.5442859530448914
1623524542.0401762,12877,0.5386890769004822
1623524543.1930501,13034,0.6731950640678406
1623524543.382108,13061,1.016178011894226
1623524546.74695,13546,0.5834460258483887
1623524547.100671,13597,0.4946556091308594
1623524547.260711,13620,0.5005090832710266
1623524548.644095,13810,0.739021360874176
1623524551.552657,14221,0.8550755977630615
1623524552.0568378,14294,0.5089874863624573
1623524552.362004,14338,0.6438474655151367
1623524553.120781,14447,0.543258011341095
1623524554.4944901,14638,0.41448450088500977
1623524554.7098691,14668,0.49496421217918396
1623524555.59936,14779,0.33066487312316895
1623524556.2335439,14873,0.6188854575157166
1623524560.32763,15473,0.46086135506629944
1623524560.5539808,15507,0.5955266356468201
1623524562.1180532,15740,0.5449078679084778
1623524562.279157,15764,0.5075450539588928
1623524564.680973,16116,0.5169212222099304
1623524565.619314,16249,0.48696663975715637
1623524566.097334,16321,0.5275793671607971
1623524569.7231429,16809,0.505638062953949
1623524570.040266,16857,0.946324348449707
1623524571.4399,17066,0.4813319742679596
1623524571.643132,17097,0.5202620625495911
1623524573.091406,17317,0.5155890583992004
1623524573.2400699,17339,0.5070269703865051
1623524574.600867,17543,0.482280969619751
1623524574.694804,17557,0.4829622805118561
1623524580.982095,18451,0.5476523041725159
1623524585.5988748,19116,0.4205681085586548
1623524585.9576588,19169,0.6106246113777161
1623524588.346265,19531,0.5994033217430115
1623524589.131784,19640,0.8626182079315186
1623524589.223346,19654,1.0395135879516602
1623524589.740383,19731,0.4285024106502533
1623524590.511439,19846,0.5425809025764465
1623524591.5034392,19995,0.5780258774757385
1623524591.893939,20053,0.4647774398326874
1623524591.953253,20062,0.46261849999427795
1623524592.454018,20138,0.5974183678627014
1623524593.164244,20244,0.4823664724826813
1623524593.218001,20252,0.48412299156188965
1623524593.6928241,20323,0.561964213848114
1623524594.525784,20440,0.6241821646690369
1623524595.1844742,20539,0.5767558217048645
1623524595.191091,20540,0.5770536065101624
1623524595.500376,20578,0.42532384395599365
1623524596.901014,20779,0.43660858273506165
1623524596.9194949,20782,0.4416745901107788
1623524597.438557,20855,0.5982961654663086
1623524598.97765,21080,0.4896523058414459
1623524599.409638,21144,0.5180754661560059
1623524600.002833,21232,0.5133063793182373
1623524600.599023,21319,0.5232425332069397
1623524602.073271,21523,0.4719214141368866
1623524604.338084,21848,0.5303533673286438
1623524607.1121101,22245,0.5334017872810364
1623524607.700834,22330,0.5428209900856018
1623524607.897068,22358,0.5693656802177429
1623524608.69128,22472,0.5228802561759949
1623524613.364803,23138,1.0113295316696167
1623524613.4930508,23148,0.3074142038822174
1623524613.791101,23192,1.0159050226211548
1623524613.973949,23218,0.9524926543235779
1623524614.4381282,23286,0.4832889139652252
1623524614.945342,23361,0.5980580449104309
1623524615.388997,23427,0.5108994245529175
1623524616.157921,23540,0.5370423197746277
1623524617.039434,23670,0.5361334085464478
1623524617.114043,23681,0.5224272012710571
1623524617.2486038,23701,0.49784472584724426
1623524618.8766332,23938,0.5399228930473328
1623524620.350108,24147,0.4611770808696747
1623524621.23936,24282,0.5186806321144104
1623524621.2526212,24284,0.5142145156860352
